t_alarm_sec,lat,lng,dt_to_launch,dt_to_completion,dt_to_poa,base,dist
2018-03-22T10:18:09Z,50.47736,10.731098,26,3635,137,1,0.02949330778329458
2018-03-22T10:19:40Z,50.538307,10.669027,60,2710,804,1,0.08957707841853448
2018-03-22T10:46:15Z,50.40253,11.075946,64,3831,761,2,0.07598812944138059
2018-03-22T11:09:38Z,50.506686,10.737941,0,3760,82,1,0.013788476239238453
2018-03-22T11:13:00Z,50.422016,11.182262,54,6028,867,2,0.1835868756202358
2018-03-22T12:01:02Z,50.293759,10.955708,312,4920,974,3,0.056056501362463367
2018-03-22T12:13:59Z,50.376407,11.088369,46,4712,1141,2,0.09146425427455221
2018-03-22T12:42:10Z,50.5249,10.74662,153,4913,730,1,0.025128358482004298
2018-03-22T14:08:32Z,50.53994,10.57854,308,6961,1202,1,0.17605037688116437
2018-03-22T14:27:46Z,50.473633,10.552895,98,10658,1030,1,0.19886075458470995
2018-03-22T14:32:50Z,50.50544,10.561067000000001,213,5409,731,1,0.189011301484857
2018-03-22T14:55:59Z,50.504607,10.619195999999999,178,3901,739,1,0.1308851055888344
2018-03-22T15:35:28Z,50.327807,11.131764,14,2991,910,2,0.15024506961960488
2018-03-22T15:42:02Z,50.475998,10.803118999999999,2,4955,485,1,0.058290000557557176
2018-03-22T15:45:50Z,50.383625,11.127613,95,3900,895,2,0.1286593113381225
2018-03-22T15:58:35Z,50.556416,10.535841,209,2160,1027,1,0.22146521699129199
2018-03-22T16:08:00Z,50.47756,10.763290999999999,16,4846,77,1,0.02608072623605618
2018-03-22T16:34:57Z,50.281236,11.003292,246,3723,516,3,0.10498249835091486
2018-03-22T16:38:49Z,50.504515,10.563786,171,896,1029,1,0.18626872797386
2018-03-22T16:52:59Z,50.457651,10.771213,60,4440,816,1,0.04736485163071988
2018-03-22T17:58:00Z,50.339442,11.027198,96,2133,287,2,0.06638525866485763
2018-03-22T18:43:55Z,50.318681,10.982130999999999,60,3143,591,2,0.08325911915219937
2018-03-22T18:46:00Z,50.454792,10.827698,367,3105,592,1,0.08989295004615315
2018-03-22T18:55:04Z,50.511321,10.68799,221,3600,820,1,0.06303495174107894
2018-03-22T19:08:06Z,50.434481,10.788615,54,4163,427,1,0.07605167707552708
2018-03-22T19:24:00Z,50.415775,10.540686000000001,72,4236,936,1,0.2256240262494228
2018-03-22T20:09:15Z,50.547761,10.547387,92,2203,1582,1,0.2081661377121647
2018-03-22T20:20:06Z,50.400134,11.055611,89,3480,451,2,0.05561116144264642
2018-03-22T20:46:02Z,50.459348,10.859279,274,7800,823,1,0.11659538989600014
2018-03-22T21:54:29Z,50.287075,11.042692,4,3112,674,2,0.12072556684066299
2018-03-22T22:28:02Z,50.46508,10.60297,121,3887,796,1,0.15111991033613087
2018-03-22T22:30:13Z,50.266915,10.951069,272,7787,598,3,0.060849486324865476
2018-03-22T23:38:04Z,50.490908,10.580186999999999,119,2087,1207,1,0.17005622432889805
2018-03-23T00:23:30Z,50.515829,10.568852,89,4039,1641,1,0.1818382664485119
2018-03-23T01:47:43Z,50.367458,11.05053,50,6235,1257,2,0.06010210199319138
2018-03-23T01:49:15Z,50.494935,10.807117,189,3792,374,1,0.05734113631591201
2018-03-23T02:00:00Z,50.533503,10.582328,16,4560,740,1,0.1709864047022455
2018-03-23T02:06:59Z,50.49522,10.639992,76,3377,951,1,0.11011179983998122
2018-03-23T05:01:19Z,50.269245,10.949950000000001,242,1527,595,3,0.05865895093674991
2018-03-23T05:16:45Z,50.532235,10.577133,70,5440,904,1,0.17584679386898142
2018-03-23T06:44:54Z,50.537093,10.58578,60,2737,803,1,0.16835705820962774
2018-03-23T07:04:59Z,50.462924,10.609117000000001,78,5542,784,1,0.14567995560474192
2018-03-23T07:29:26Z,50.467287,10.858188,207,6653,814,1,0.11302558875316734
2018-03-23T08:33:26Z,50.410668,11.077758,108,4418,668,2,0.0784863860041979
2018-03-23T08:39:44Z,50.463343,10.864091,13,3267,905,1,0.1198352699750783
2018-03-23T09:16:49Z,50.507939,10.582854000000001,232,5936,1520,1,0.1673344347018857
2018-03-23T10:16:56Z,50.378651,11.084164,13,3676,1745,2,0.08682948057543556
2018-03-23T10:20:00Z,50.291429,10.929387,323,4507,283,3,0.03061140000065216
2018-03-23T10:56:00Z,50.47084,10.784188,122,2752,519,1,0.04493467418375115
2018-03-23T11:02:41Z,50.368155,11.209427,20,6000,1598,2,0.2118343040066923
2018-03-23T11:08:20Z,50.503326,10.731576,72,2165,297,1,0.01872180685724516
2018-03-23T11:32:59Z,50.497014,10.55226,120,2710,1176,1,0.1977625439662421
2018-03-23T11:34:00Z,50.313675,11.05496,56,3960,503,2,0.10233575731384946
2018-03-23T11:45:17Z,50.356336,11.177638,259,4076,1524,2,0.1829256787331947
2018-03-23T12:11:59Z,50.393583,11.046262,31,5594,542,2,0.04670493049989509
2018-03-23T12:16:59Z,50.323181,10.904085,161,3000,374,3,0.023538181450571873
2018-03-23T12:22:19Z,50.308599,10.884779,227,2938,328,3,0.01748203769587735
2018-03-23T13:20:26Z,50.440048,11.052946,68,7569,828,2,0.06638615232109736
2018-03-23T13:58:53Z,50.468232,10.754598999999999,60,4738,447,1,0.032099168602939904
2018-03-23T14:20:00Z,50.434698,10.489329999999999,20,2618,1280,1,0.2687251385784383
2018-03-23T14:27:55Z,50.542976,10.571686,87,5646,1603,1,0.18341978947758164
2018-03-23T14:38:42Z,50.394699,11.059964,110,6623,708,2,0.06019785624920584
2018-03-23T14:47:14Z,50.489871,10.717101,107,3894,294,1,0.03442296968595262
2018-03-23T14:48:36Z,50.507946,10.619928,92,3256,542,1,0.13031448154368724
2018-03-23T15:30:07Z,50.473294,10.762478,9,4805,965,1,0.029477294991227507
2018-03-23T16:46:57Z,50.347562,11.08705,36,32222,818,2,0.10162404412342299
2018-03-23T16:57:27Z,50.540876,10.582626999999999,120,3418,1907,1,0.17229210227111463
2018-03-23T17:04:08Z,50.373713,11.205541,109,2481,1257,2,0.2072151274641885
2018-03-23T17:20:00Z,50.312365,10.980972000000001,1951,3568,838,3,0.08191067091045108
2018-03-23T17:45:00Z,50.305755,11.05135,117,6300,430,2,0.1073263365861338
2018-03-23T17:51:09Z,50.3831,11.073242,119,4593,719,2,0.07516648564353703
2018-03-23T17:59:50Z,50.339485,11.025409,41,8820,540,2,0.06563293766089866
2018-03-23T18:04:24Z,50.316774,10.931978,184,3147,371,3,0.03611038022508495
2018-03-23T18:14:27Z,50.521266,10.621348000000001,153,7798,1315,1,0.13039777551783463
2018-03-23T18:27:42Z,50.470434,10.764723,60,2339,486,1,0.03302900369372588
2018-03-23T18:52:57Z,50.514728,10.546267,107,5820,1106,1,0.20426465497731083
2018-03-23T19:22:20Z,50.537724,10.578528,201,5095,1306,1,0.17557262588456
2018-03-23T19:55:57Z,50.50693,10.542563999999999,89,3131,979,1,0.20755172607328634
2018-03-23T20:13:46Z,50.473334,10.733777,101,2483,212,1,0.03121315884366618
2018-03-23T22:04:00Z,50.423323,10.491325,148,2454,1121,1,0.26980014446623185
2018-03-23T22:05:48Z,50.545833,10.532513999999999,133,5386,922,1,0.22226296156805025
2018-03-23T22:34:07Z,50.325222,10.89461,174,5460,219,3,0.02579149828916445
2018-03-23T22:35:23Z,50.413915,11.128279,85,3452,739,2,0.12903150416080525
2018-03-23T22:39:32Z,50.363979,11.067569,44,6360,1022,2,0.0765707659750113
2018-03-24T00:21:09Z,50.363351,11.046156,120,4220,847,2,0.05893662305391929
2018-03-24T00:38:39Z,50.311055,10.8636,122,2066,879,3,0.03804172741871963
2018-03-24T00:45:05Z,50.429525,10.854763,60,5260,792,1,0.1262616798320072
2018-03-24T01:01:40Z,50.458712,10.996381,121,4620,570,2,0.05882343159830093
2018-03-24T01:21:53Z,50.542151,10.578634000000001,9,3781,1667,1,0.17647383023269883
2018-03-24T01:31:59Z,50.443844,10.735963,177,4138,632,1,0.05788379483931718
2018-03-24T01:55:01Z,50.439581,10.467231,70,2331,1400,1,0.28915179909867483
2018-03-24T05:36:09Z,50.41198,10.507482,133,6360,1125,1,0.25799709440999574
2018-03-24T05:55:35Z,50.539136,10.572475,104,3905,1324,1,0.18178765667943375
2018-03-24T06:39:31Z,50.51448,10.619383,60,1359,1030,1,0.13141716436219508
2018-03-24T07:13:33Z,50.395706,10.683641,112,4155,693,1,0.12361535227066524
2018-03-24T07:52:02Z,50.513138,10.617104999999999,38,2507,765,1,0.13354283233854333
2018-03-24T08:49:45Z,50.331418,11.117689,113,6960,1393,2,0.13621377112832603
2018-03-24T09:18:39Z,50.316588,11.06262,102,4886,746,2,0.10430161141612035
2018-03-24T09:24:41Z,50.475896,10.545828,60,3024,1990,1,0.20558990344858857
2018-03-24T09:39:00Z,50.47797,10.548529,116,7020,1574,1,0.20267186470006124
2018-03-24T10:01:45Z,50.562053,10.551589,83,2506,1354,1,0.20788819045342594
2018-03-24T10:17:51Z,50.25043,11.050507,32,3371,1570,2,0.15786748224064098
2018-03-24T11:11:42Z,50.343468,11.161236,5,2858,1093,2,0.17085934191609153
2018-03-24T11:20:52Z,50.51084,10.693981,18,4380,772,1,0.057058162965520916
2018-03-24T11:27:02Z,50.322446,10.971422,208,4799,485,3,0.07486604704403801
2018-03-24T12:10:17Z,50.388365,11.081922,24,4543,325,2,0.08274410739744578
2018-03-24T12:15:25Z,50.481992,10.703337000000001,120,5786,736,1,0.05001723336011251
2018-03-24T12:27:20Z,50.501732,10.707456,191,2800,414,1,0.042579240951430126
2018-03-24T12:56:44Z,50.523006,10.692942,82,4500,354,1,0.06152147104873275
2018-03-24T14:18:20Z,50.346947,11.164384,117,5852,1395,2,0.17273308966437168
2018-03-24T14:26:00Z,50.495289,10.580677,78,5607,1209,1,0.16938852337156765
2018-03-24T15:12:42Z,50.523124,10.694242,66,3383,750,1,0.060362852318294455
2018-03-24T15:20:15Z,50.560793,10.536445,60,4023,1076,1,0.22203947143244462
2018-03-24T15:33:45Z,50.495011,10.618324999999999,41,4243,1523,1,0.13176947956943735
2018-03-24T15:34:00Z,50.463002,10.599215000000001,48,5722,1331,1,0.15525774772615855
2018-03-24T15:51:50Z,50.495488,10.641453,120,3905,721,1,0.10864073523775475
2018-03-24T16:40:59Z,50.376232,11.211327,81,3014,1364,2,0.21265939610795512
2018-03-24T17:00:37Z,50.380582,11.066779,137,3887,1185,2,0.06954490322805917
2018-03-24T17:07:04Z,50.314613,11.022008,118,1797,355,2,0.0881776152603341
2018-03-24T17:51:15Z,50.519648,10.6142,164,6180,1625,1,0.1372140076814309
2018-03-24T17:58:12Z,50.524509,10.677727,0,6106,585,1,0.07631564459532507
2018-03-24T18:24:37Z,50.471009,10.821742,79,2995,856,1,0.07737824400307834
2018-03-24T20:02:48Z,50.386047,11.126016,175,2275,1156,2,0.12678611306053986
2018-03-24T20:10:30Z,50.552159,10.617806999999999,22,3985,899,1,0.1421110499926046
2018-03-24T20:11:17Z,50.285082,10.924882,412,3660,1113,3,0.02901138824668386
2018-03-24T20:11:53Z,50.470922,10.607313000000001,120,4380,584,1,0.1456197447223402
2018-03-24T20:33:31Z,50.377589,11.151909,99,8525,980,2,0.15355323898244502
2018-03-24T20:40:50Z,50.249869,10.846237,247,2416,1117,3,0.07350902890121755
2018-03-24T20:41:29Z,50.504492,10.704829,83,3418,893,1,0.04539380249549467
2018-03-24T21:40:25Z,50.462008,10.806004,145,1940,964,1,0.06767451573524684
2018-03-24T21:54:00Z,50.389245,11.05176,49,6450,480,2,0.052865561805393646
2018-03-24T22:05:00Z,50.457328,10.830752,32,3353,433,1,0.0913333733527911
2018-03-24T22:37:18Z,50.371124,11.039979,392,2121,678,2,0.04931677013957693
2018-03-24T23:04:50Z,50.464145,10.592527,0,5375,836,1,0.16150333356930965
2018-03-25T00:10:53Z,50.534404,10.638352000000001,0,7373,940,1,0.11682855438633095
2018-03-25T00:21:42Z,50.486778,10.598554,135,6757,1274,1,0.15202207800184803
2018-03-25T00:28:59Z,50.502541,10.524719000000001,32,5930,1194,1,0.22529532982731695
2018-03-25T00:52:17Z,50.263264,10.827836999999999,166,1779,586,3,0.08097550410463679
2018-03-25T01:06:10Z,50.37447,11.149232,91,4876,941,2,0.15140003541611108
2018-03-25T01:23:37Z,50.552298,10.543125,183,3025,1653,1,0.21338309780533252
2018-03-25T01:56:30Z,50.4229,10.486436999999999,306,6360,1929,1,0.2746085668164796
2018-03-25T02:23:59Z,50.495426,10.579947,65,2413,1755,1,0.17011450345282075
2018-03-25T02:35:30Z,50.467685,10.777713,111,3608,434,1,0.04257075984757405
2018-03-25T03:14:00Z,50.376328,11.123485,104,3585,953,2,0.12573348324531544
2018-03-25T03:15:31Z,50.425877,10.525282,89,2574,1854,1,0.23662713000203445
2018-03-25T04:50:48Z,50.302162,10.979305,105,4620,1006,3,0.07933446457246675
2018-03-25T05:17:00Z,50.47784,10.542964999999999,121,4960,1119,1,0.2082175708844008
2018-03-25T07:02:43Z,50.553053,10.528205,60,3750,1479,1,0.22805184242623414
2018-03-25T07:44:18Z,50.527342,10.675317,153,3324,1160,1,0.0795307201840892
2018-03-25T08:15:48Z,50.493081,10.511296,81,1850,1215,1,0.23880425493906127
2018-03-25T08:29:57Z,50.534917,10.574594000000001,91,3900,970,1,0.1788475935678185
2018-03-25T08:54:22Z,50.501443,10.624286,133,11103,590,1,0.12572228141821198
2018-03-25T09:45:31Z,50.517113,10.702301,60,2841,320,1,0.05067592495455844
2018-03-25T10:05:21Z,50.475799,10.56396,113,3069,834,1,0.18760748919219608
2018-03-25T10:07:03Z,50.347655,11.088579,60,7260,928,2,0.102889446815499
2018-03-25T10:13:16Z,50.307048,11.052459,70,4620,794,2,0.10673341081872856
2018-03-25T12:30:31Z,50.393098,11.078754,77,3177,1205,2,0.07905586708145039
2018-03-25T12:34:00Z,50.538295,10.575737,74,2824,743,1,0.17842113157919323
2018-03-25T12:39:04Z,50.341585,11.149808,94,3610,783,2,0.16079412019411546
2018-03-25T12:45:45Z,50.508951,10.562445,67,9420,1512,1,0.18776847026591004
2018-03-25T13:42:00Z,50.528006,10.694511,38,2640,525,1,0.06215597442724101
2018-03-25T14:01:17Z,50.538998,10.573087000000001,120,3452,860,1,0.18116029800428016
2018-03-25T14:47:59Z,50.550422,10.540835999999999,101,4754,1225,1,0.21515565755982405
2018-03-25T14:50:46Z,50.470162,10.823087000000001,23,7442,684,1,0.07894311757841864
2018-03-25T15:03:42Z,50.502679,10.71695,60,4295,262,1,0.033158400760590984
2018-03-25T15:14:59Z,50.488755,10.598135,8,3389,1072,1,0.152280754693429
2018-03-25T15:25:54Z,50.473705,10.554046,40,3228,802,1,0.197710387033661
2018-03-25T15:28:47Z,50.408921,11.018951,78,2841,349,2,0.020945754748874435
2018-03-25T15:48:41Z,50.513112,10.526171999999999,120,17569,1320,1,0.22421172611618786
2018-03-25T16:18:44Z,50.481338,10.710142000000001,0,4153,156,1,0.044010571548207283
2018-03-25T16:23:22Z,50.271845,11.072696,139,3149,1013,2,0.1473377495450503
2018-03-25T16:33:49Z,50.462994,11.013614,120,15089,243,2,0.06444831287163716
2018-03-25T17:40:27Z,50.499638,10.725743999999999,275,3180,419,1,0.024258701119393395
2018-03-25T18:27:48Z,50.536362,10.653558,59,4762,451,1,0.103069172927698
2018-03-25T18:59:00Z,50.476273,10.546054999999999,29,1738,1121,1,0.2053205629107821
2018-03-25T19:14:02Z,50.53525,10.505362,119,2875,1141,1,0.2471645475063119
2018-03-25T19:55:35Z,50.384072,11.070066,85,3884,551,2,0.07185363971296052
2018-03-25T19:59:46Z,50.397233,10.430494,126,2319,1492,1,0.33562648930768313
2018-03-25T20:09:00Z,50.372745,11.140932,1061,2836,916,2,0.14354324661578352
2018-03-25T21:05:37Z,50.49341,10.804641,59,3480,524,1,0.055036960135894625
2018-03-25T21:50:11Z,50.494667,10.590999,15,5879,649,1,0.15909041105610353
2018-03-25T22:49:55Z,50.494277,10.562083000000001,130,5450,1310,1,0.1880041265983265
2018-03-26T00:28:00Z,50.474611,10.817556,86,8373,1447,1,0.07216934568776281
2018-03-26T01:06:17Z,50.501839,10.590589,54,5460,1289,1,0.1594216071992756
2018-03-26T01:25:00Z,50.45042,10.773449,61,1507,1023,1,0.054845528541530686
2018-03-26T02:42:12Z,50.381817,11.155197,81,1708,1605,2,0.15625853672039752
2018-03-26T03:40:13Z,50.402792,10.860675,85,2396,1088,3,0.11005748901824068
2018-03-26T04:14:42Z,50.461968,10.587802,420,3258,794,1,0.1665971915369527
2018-03-26T04:42:59Z,50.367345,11.210582,120,420,888,2,0.21309886848362217
2018-03-26T04:54:23Z,50.366866,11.110191,118,4140,522,2,0.11506484448779251
2018-03-26T07:19:38Z,50.318284,11.032646,163,3263,1178,2,0.08799582928752932
2018-03-26T09:00:44Z,50.261842,10.894607,283,2054,1305,3,0.03853722113748822
2018-03-26T09:15:12Z,50.407165,10.752296000000001,552,4035,815,1,0.09286338805471277
2018-03-26T09:20:53Z,50.35447,11.028586,80,5220,278,2,0.05376002507439876
2018-03-26T10:06:19Z,50.548211,10.554082000000001,74,3093,1090,1,0.20176264085553544
2018-03-26T10:13:00Z,50.392391,10.725187,60,2539,1544,1,0.11043270281035074
2018-03-26T10:17:36Z,50.361287,11.03526,149,3497,471,2,0.05236376580231836
2018-03-26T10:28:41Z,50.465916,10.837979,388,3761,1538,1,0.09435053522370779
2018-03-26T11:21:05Z,50.535233,10.505334000000001,14,2403,2049,1,0.24718983766530378
2018-03-26T13:09:23Z,50.488175,10.550678999999999,18,4562,997,1,0.19967145931755123
2018-03-26T13:29:45Z,50.279741,10.925418,133,695,854,3,0.03250387369222072
2018-03-26T13:30:45Z,50.34168,11.093713,180,9240,905,2,0.11037820785372486
2018-03-26T13:55:56Z,50.381601,11.029042,120,3037,569,2,0.034379659175155425
2018-03-26T13:57:00Z,50.287519,10.944073,253,8400,579,3,0.04580616432315386
2018-03-26T14:08:00Z,50.353342,11.156742,264,6120,1017,2,0.1635390581115102
2018-03-26T14:19:58Z,50.554401,10.518613,94,3420,1612,1,0.2376960508085899
2018-03-26T14:30:12Z,50.410776,10.525606,120,2940,1392,1,0.24148206851027337
2018-03-26T14:32:00Z,50.259374,10.84036,172,4560,815,3,0.07216232726291238
2018-03-26T14:34:00Z,50.554027,10.530797,0,3420,2273,1,0.2257628666056486
2018-03-26T14:42:59Z,50.341841,11.155547,176,3318,1202,2,0.1660642601223986
2018-03-26T15:18:28Z,50.510179,10.629259000000001,23,1847,846,1,0.1211693076731882
2018-03-26T15:36:00Z,50.395293,11.13393,182,5521,1155,2,0.13401268876117595
2018-03-26T16:13:17Z,50.514305,10.616524,187,1023,856,1,0.13424036502110678
2018-03-26T16:17:33Z,50.421456,10.491883999999999,102,2662,1557,1,0.26980183355937504
2018-03-26T16:29:50Z,50.396145,10.674240000000001,125,1865,596,1,0.12855130736402662
2018-03-26T16:55:36Z,50.368456,11.21904,60,3674,1074,2,0.2212996736012045
2018-03-26T17:10:59Z,50.309455,10.918766999999999,222,3715,727,3,0.021014216949484448
2018-03-26T18:08:59Z,50.308204,10.940794,150,3535,523,3,0.04161076846202318
2018-03-26T18:42:57Z,50.283519,10.949855,171,3642,261,3,0.052508517271009206
2018-03-26T19:07:21Z,50.444042,10.79791,205,2355,452,1,0.0736659070669712
2018-03-26T19:07:55Z,50.500331,10.689582,0,2092,566,1,0.06041890668491146
2018-03-26T19:48:20Z,50.486748,10.594387000000001,155,5818,915,1,0.15617625066891475
2018-03-26T20:08:11Z,50.491541,10.590262,55,4060,1198,1,0.15996181833487733
2018-03-26T20:17:00Z,50.29277,10.949362,164,3076,1672,3,0.04988867550857641
2018-03-26T20:45:39Z,50.291604,10.957345,207,4926,806,3,0.05795637877749034
2018-03-26T20:48:32Z,50.295866,10.882971999999999,216,2640,446,3,0.017522635075811477
2018-03-26T20:49:48Z,50.504238,10.701879,77,4973,571,1,0.04830725913359208
2018-03-27T00:03:39Z,50.47252,10.835844,70,3587,1163,1,0.09013513596816619
2018-03-27T01:42:44Z,50.387474,10.860037,143,3901,1006,3,0.09617038028935969
2018-03-27T02:49:24Z,50.434283,10.741569,143,4654,341,1,0.06625560995115744
2018-03-27T03:06:59Z,50.297561,11.027474,11,6424,729,2,0.10605927303635143
2018-03-27T06:05:48Z,50.520345,10.564667,63,4860,919,1,0.18644634593898574
2018-03-27T07:11:59Z,50.514677,10.554025,180,3115,1057,1,0.19652382795478068
2018-03-27T07:40:18Z,50.383868,11.047589,172,6828,423,2,0.05024892381932171
2018-03-27T08:03:03Z,50.372523,11.069118,49,3190,505,2,0.07437932140722854
2018-03-27T08:07:39Z,50.524054,10.654804,73,1958,955,1,0.09818794901615935
2018-03-27T08:13:06Z,50.474709,10.817404,159,6838,606,1,0.07199259612626924
2018-03-27T08:20:48Z,50.510004,10.731088,20,2201,489,1,0.02139494706700749
2018-03-27T08:31:28Z,50.48961,10.587442,60,4773,978,1,0.16288970337010325
2018-03-27T08:38:24Z,50.512868,10.629915,180,5097,1008,1,0.12077248299592017
2018-03-27T09:05:03Z,50.498946,10.561319000000001,91,1455,1406,1,0.18868394387705498
2018-03-27T09:18:59Z,50.37886,11.028115,86,1345,165,2,0.03517602628211138
2018-03-27T09:23:09Z,50.562533,10.633352,180,3001,1180,1,0.13235230256025077
2018-03-27T09:48:33Z,50.550204,10.624861,57,3809,827,1,0.13483401253763933
2018-03-27T10:04:59Z,50.426749,10.77729,116,3322,574,1,0.07816938723694783
2018-03-27T10:06:59Z,50.376574,11.077057,120,1411,846,2,0.08053917509510523
2018-03-27T10:32:48Z,50.405731,11.167339,102,2985,1405,2,0.16743710843776563
2018-03-27T10:38:59Z,50.406232,11.003851,149,1560,53,2,0.007325846367488627
2018-03-27T10:42:00Z,50.441622,10.34404,143,3393,1824,1,0.4101359682885664
2018-03-27T10:58:48Z,50.40633,11.117843,82,4442,1593,2,0.11801288721576181
2018-03-27T11:01:22Z,50.296086,10.942285,370,2700,786,3,0.042465758217650265
2018-03-27T11:02:17Z,50.288674,10.942900999999999,96,3634,1741,3,0.0443708696894688
2018-03-27T11:31:46Z,50.535676,10.574147,94,2795,749,1,0.17943537718354252
2018-03-27T11:54:48Z,50.367345,11.210582,90,2894,1356,2,0.21309886848362217
2018-03-27T11:59:11Z,50.364841,11.092458,126,3827,523,2,0.09891732429155228
2018-03-27T12:17:03Z,50.286951,10.945732,632,5859,328,3,0.04755725207578549
2018-03-27T12:43:44Z,50.412391,11.157265,60,1677,1001,2,0.15775239175999908
2018-03-27T12:51:08Z,50.407296,10.742124,21,4970,630,1,0.09303796532598702
2018-03-27T13:00:03Z,50.416611,11.124567,165,1831,768,2,0.1256696574754636
2018-03-27T13:13:00Z,50.262763,11.048842,146,4046,981,2,0.14566926626093699
2018-03-27T13:31:31Z,50.386892,11.078205,66,5940,585,2,0.07929591218341563
2018-03-27T13:34:59Z,50.485609,10.741977,222,3110,617,1,0.016476328777979995
2018-03-27T13:43:00Z,50.436184,10.528699,60,3049,1659,1,0.23031850654474237
2018-03-27T13:44:45Z,50.409266,11.160273,182,5723,1400,2,0.16054062814440495
2018-03-27T13:47:07Z,50.41708,11.087307,69,6489,377,2,0.08896200677255346
2018-03-27T14:01:46Z,50.41276,10.428481,13,5189,1510,1,0.3331445406441481
2018-03-27T14:10:45Z,50.447632,10.802340000000001,169,6528,954,1,0.07403973949170968
2018-03-27T14:20:00Z,50.515048,10.626570000000001,228,4138,591,1,0.12434390698381553
2018-03-27T14:57:12Z,50.497705,10.645396999999999,513,2754,585,1,0.10462817323264405
2018-03-27T15:17:41Z,50.390251,10.723963000000001,24,2680,991,1,0.11279524976700084
2018-03-27T15:41:10Z,50.429088,10.75868,32,5623,617,1,0.07144126359464802
2018-03-27T15:43:50Z,50.500204,10.854455999999999,68,3999,649,1,0.10445619920330142
2018-03-27T16:41:26Z,50.409585,11.171141,60,5345,2387,2,0.17140920076238667
2018-03-27T16:50:59Z,50.560539,10.629971000000001,92,3120,1433,1,0.13443188372554907
2018-03-27T16:51:00Z,50.49347,10.630429,124,3163,674,1,0.11974917511615728
2018-03-27T17:24:50Z,50.435631,10.777998,93,-937,994,1,0.0701944169076139
2018-03-27T17:25:40Z,50.347076,11.102263,143,3406,1144,2,0.11514630235053078
2018-03-27T17:41:59Z,50.306818,10.867834,339,3158,321,3,0.03288064293775359
2018-03-27T18:08:11Z,50.372064,11.209441,99,1884,1504,2,0.21129588868929708
2018-03-27T18:56:46Z,50.365695,11.08381,199,3886,342,2,0.09055909189584278
2018-03-27T18:58:48Z,50.497758,10.645555,63,4560,898,1,0.10446906043896459
2018-03-27T19:08:53Z,50.4003,11.167978,89,1680,1365,2,0.16797826789201012
2018-03-27T19:11:00Z,50.392448,11.052326,120,3435,1055,2,0.05286816603590513
2018-03-27T19:12:34Z,50.413728,11.171972,13,2238,1153,2,0.1725190620424308
2018-03-27T19:46:34Z,50.323663,10.922714,118,4982,1130,3,0.032800356171850314
2018-03-27T19:58:40Z,50.360625,11.098465,100,2831,1101,2,0.10604596574127564
2018-03-27T20:10:10Z,50.498289,10.720071,60,3462,1762,1,0.0299778678694792
2018-03-27T20:23:12Z,50.388652,11.080906,15,6547,1117,2,0.08169796778378305
2018-03-27T20:57:26Z,50.554318,10.537455999999999,27,4322,1545,1,0.21937501466666784
2018-03-27T21:09:18Z,50.470618,10.607693000000001,17,3828,672,1,0.1453085825854742
2018-03-27T23:40:47Z,50.300589,10.884996000000001,163,2817,129,3,0.015015556499843305
2018-03-28T00:13:34Z,50.49611,10.534579,346,3009,904,1,0.2154561192934646
2018-03-28T00:31:48Z,50.382974,11.165371,23,14160,1127,2,0.1662451572738291
2018-03-28T03:09:14Z,50.416068,11.152304,194,6166,1180,2,0.15314923780417714
2018-03-28T04:22:54Z,50.331062,11.148598,173,3378,1834,2,0.16381029713665543
2018-03-28T04:46:35Z,50.416215,10.838712000000001,0,1763,837,1,0.12202354350288305
2018-03-28T08:27:00Z,50.311974,10.936262,193,5160,340,3,0.03818781638166775
2018-03-28T08:50:24Z,50.534136,10.503947,184,2288,1121,1,0.24840963206969188
2018-03-28T08:54:19Z,50.52171,10.565368,136,-192,1133,1,0.18590400620750527
2018-03-28T08:54:59Z,50.307413,11.055545,0,3984,693,2,0.10797036442469002
2018-03-28T08:55:31Z,50.512908,10.670264,69,2628,720,1,0.0807740438507331
2018-03-28T08:55:33Z,50.283035,10.858864,294,2378,936,3,0.0444969855271113
2018-03-28T08:55:37Z,50.373855,11.083419,50,3199,1918,2,0.08742019552711978
2018-03-28T09:13:01Z,50.322682,10.981807,18,2005,668,2,0.07942958122135436
2018-03-28T09:28:04Z,50.495608,10.544858,94,2881,1167,1,0.20518901000784662
2018-03-28T09:31:59Z,50.370192,11.037514,120,2371,760,2,0.04791468522279704
2018-03-28T09:57:59Z,50.536012,10.654969000000001,20,3000,621,1,0.10162556324567026
2018-03-28T10:01:34Z,50.314312,11.028259,43,2466,698,2,0.09022751478900211
2018-03-28T10:18:05Z,50.475885,10.545608999999999,145,3360,1289,1,0.2058086832619084
2018-03-28T10:28:43Z,50.325951,11.131359,122,2784,1267,2,0.15079270964472793
2018-03-28T10:29:20Z,50.468209,10.58975,140,2546,1311,1,0.16337297873577428
2018-03-28T10:36:20Z,50.447975,10.561046000000001,110,3035,832,1,0.19598524113054955
2018-03-28T11:06:59Z,50.47005,10.774563,134,3713,405,1,0.03873426737399322
2018-03-28T11:13:06Z,50.288908,10.932329,162,3599,485,3,0.034178892682471214
2018-03-28T11:45:55Z,50.518454,10.689157,88,7528,640,1,0.0635800343268228
2018-03-28T11:58:23Z,50.429457,10.891725000000001,5,2881,1324,2,0.11221047399418571
2018-03-28T12:19:01Z,50.518243,10.661822,120,4980,380,1,0.09004535930851625
